dataset_id,pymfe_attr_conc.mean,pymfe_attr_conc.sd,pymfe_attr_ent.mean,pymfe_attr_ent.sd,pymfe_attr_to_inst,pymfe_c1,pymfe_c2,pymfe_can_cor.mean,pymfe_can_cor.sd,pymfe_cat_to_num,pymfe_class_conc.mean,pymfe_class_conc.sd,pymfe_class_ent,pymfe_cls_coef,pymfe_cohesiveness.mean,pymfe_cohesiveness.sd,pymfe_conceptvar.mean,pymfe_conceptvar.sd,pymfe_cor.mean,pymfe_cor.sd,pymfe_cov.mean,pymfe_cov.sd,pymfe_density,pymfe_eigenvalues.mean,pymfe_eigenvalues.sd,pymfe_eq_num_attr,pymfe_f1.mean,pymfe_f1.sd,pymfe_f1v.mean,pymfe_f1v.sd,pymfe_f2.mean,pymfe_f2.sd,pymfe_f3.mean,pymfe_f3.sd,pymfe_f4.mean,pymfe_f4.sd,pymfe_freq_class.mean,pymfe_freq_class.sd,pymfe_g_mean.mean,pymfe_g_mean.sd,pymfe_gravity,pymfe_h_mean.mean,pymfe_h_mean.sd,pymfe_hubs.mean,pymfe_hubs.sd,pymfe_impconceptvar.mean,pymfe_impconceptvar.sd,pymfe_inst_to_attr,pymfe_iq_range.mean,pymfe_iq_range.sd,pymfe_joint_ent.mean,pymfe_joint_ent.sd,pymfe_kurtosis.mean,pymfe_kurtosis.sd,pymfe_l1.mean,pymfe_l1.sd,pymfe_l2.mean,pymfe_l2.sd,pymfe_l3.mean,pymfe_l3.sd,pymfe_lh_trace,pymfe_lsc,pymfe_mad.mean,pymfe_mad.sd,pymfe_max.mean,pymfe_max.sd,pymfe_mean.mean,pymfe_mean.sd,pymfe_median.mean,pymfe_median.sd,pymfe_min.mean,pymfe_min.sd,pymfe_mut_inf.mean,pymfe_mut_inf.sd,pymfe_n1,pymfe_n2.mean,pymfe_n2.sd,pymfe_n3.mean,pymfe_n3.sd,pymfe_n4.mean,pymfe_n4.sd,pymfe_nr_attr,pymfe_nr_bin,pymfe_nr_cat,pymfe_nr_class,pymfe_nr_cor_attr,pymfe_nr_disc,pymfe_nr_inst,pymfe_nr_norm,pymfe_nr_num,pymfe_nr_outliers,pymfe_ns_ratio,pymfe_num_to_cat,pymfe_p_trace,pymfe_range.mean,pymfe_range.sd,pymfe_roy_root,pymfe_sd.mean,pymfe_sd.sd,pymfe_sd_ratio,pymfe_skewness.mean,pymfe_skewness.sd,pymfe_sparsity.mean,pymfe_sparsity.sd,pymfe_t1,pymfe_t2,pymfe_t3,pymfe_t4,pymfe_t_mean.mean,pymfe_t_mean.sd,pymfe_var.mean,pymfe_var.sd,pymfe_w_lambda,pymfe_wg_dist.mean,pymfe_wg_dist.sd
img_fashion_mnist_2k,0.008569587418851915,0.007097185373859101,3.5849567260822415,4.485978453382215e-16,0.025,0.9983974130388357,0.0009163050407381412,0.723111606718371,0.20115536883025475,0.0,0.026915345960795953,0.03400478802653447,3.316604416236571,0.301539575619743,543.043875,49.90575876578142,0.8960075870129603,0.009473762106207755,6.86557501592464e-10,5.32299656764779e-10,6.869009519726984e-10,5.32565939624501e-10,0.9472616308154077,1.0005002500129576,6.493954418013928e-09,16.67160446299256,0.8994055115918347,0.1710521742939039,0.039526870588994956,0.042720988884896324,2.0405159531178324e-06,6.141340626624389e-06,0.5427742577738265,0.23110280717929188,0.002658404680562663,0.013121023904358927,0.10000000000000002,0.009073771725877469,,,3.7796175857187175,,,0.9231578162923845,0.23451190790062937,480.13875,43.53613379608317,40.0,1.2467428216338157,0.12091005273565467,6.702623816064538,0.22934259368735443,0.7759604131137885,0.6652383041211093,0.01263450284581935,0.0287834597669808,0.012837136466003221,0.03255682999826058,0.021691302855006957,0.03986654698526143,24.766155078453465,0.99441,0.924042117473089,0.0885914042540204,4.050283298492432,0.7959175262872259,4.065447569701063e-11,5.586775867505209e-10,0.0018629584650989273,0.03580077900611543,-3.8835057973861695,0.7280581851005455,0.1989373262542746,0.22934259368735443,0.339,0.4405496294063921,0.07510992063627478,0.2225,0.4160291938615276,0.4345,0.49581515339203436,50,0,0,10,0.0,9,2000,3.0,50,48,17.02053336888663,,5.0297214212113035,7.933789095878601,1.2221600031238393,10.997677008732479,1.0002500937330414,1.049743593254778e-09,,0.022821454513148924,0.2136801038004252,1.5015011257506955e-08,6.003450386577266e-08,0.7765,0.025,0.024,0.96,-0.0006163161534002504,0.02681025379395264,1.0005002500129578,2.100012227332415e-09,9.433275173888191e-05,1.2966592724392692,0.1429930734548869
img_fashion_mnist_5k,0.004421333839545107,0.0007613733666523516,4.087461976382371,8.97195690676443e-16,0.01,0.9995672636464664,0.00024710313771059145,0.7223352888236207,0.19680274591842192,0.0,0.016904719789496408,0.023469487479598795,3.3204905758368803,0.3102365322851548,1405.2008,158.096927075703,0.8964215406984429,0.00495061375520693,4.4821837942704523e-10,3.349632721450175e-10,4.4830804093172056e-10,3.3503027811510383e-10,0.9480982596519304,1.0002000397681026,4.202307049862037e-09,18.82697830189731,0.899884644348632,0.16965566625330228,0.043278496978405176,0.04672626547141976,1.2419633524948182e-05,3.7033085039823995e-05,0.6011343280851338,0.239544511126441,0.09233300156163536,0.18988897044323466,0.1,0.004713102304568968,,,3.347994426723547,,,0.9262245417652452,0.22737606612731082,1240.39035,138.60608022277538,100.0,1.2656640972197055,0.10220883393249047,7.231583805063353,0.22525535053092385,0.6531224641414702,0.5711522779257745,0.017075899523224858,0.030923979404168883,0.019293627282191507,0.038960578969637547,0.023948364474363944,0.04060047038597823,24.203977879722288,0.99595964,0.9372948114602251,0.07581367972255285,4.197977437973022,0.8281737010187273,-9.059509102371522e-11,3.985140641420767e-10,-0.0016215720761101693,0.03273370678130556,-4.1853631973266605,0.7079579314859118,0.1763687471558967,0.22525535053092385,0.301,0.43421142766960746,0.07819317901901844,0.1974,0.39807654161806283,0.4326,0.495485964754052,50,0,0,10,0.0,9,5000,0.0,50,48,22.17565919300522,,5.005764991727381,8.383340635299682,1.2932236290617594,11.04476270019374,1.0001000148825627,7.075126774790252e-10,,0.021081203683910945,0.22415159940113472,4.001600480127151e-09,1.2126680721845373e-08,0.7426,0.01,0.0096,0.96,-0.002779347892595669,0.02564086222084743,1.0002000397681026,1.4151668797884998e-09,0.00010648699002552162,1.2343062713450004,0.13260367727200165
img_mnist_digits_2k,0.0073991781926683875,0.003085388407493013,3.5849567260822415,4.485978453382215e-16,0.025,0.9980167117145552,0.0011013683995693135,0.7008626388926712,0.15075405366471364,0.0,0.020186315071460622,0.021039959167985216,3.315339753811682,0.3181755441330326,507.545375,12.310376519197016,0.8965216842396726,0.011092559430313675,6.54523924480864e-10,5.015282858492387e-10,6.548513503036035e-10,5.017791755790741e-10,0.9562581290645322,1.0005002503175278,6.2630141794017295e-09,20.74484866786476,0.9079461339469053,0.14516425104785377,0.03285551605939327,0.015820911753629076,6.495649165525274e-06,1.390308283323438e-05,0.5382238378707777,0.22194470486716697,0.0,0.0,0.09999999999999999,0.00998331942124796,,,3.0315737769976416,,,0.9065977608613554,0.2706054910362186,452.051125,6.430904543763693,40.0,1.3256985679268838,0.06443487228858583,6.740481394862843,0.15032387880085807,0.16971796943799805,0.33091274563985873,0.0011000330251016803,0.003696395999308485,0.0008446525015323688,0.0029503757731236435,0.012547919214149975,0.01911151584127282,12.832619722998283,0.99388325,0.9810722075079481,0.04478629651984066,3.6109660863876343,0.5382024518662281,-1.2383788998704417e-11,5.777056319299268e-10,-0.004142420064599719,0.0459462930610816,-3.4720160937309266,0.6099059923869126,0.15981508503107947,0.15032387880085812,0.239,0.43145879520570013,0.06754324232858323,0.1125,0.3160596412837682,0.4025,0.4905242675225297,50,0,0,10,0.0,9,2000,13.0,50,49,21.43190450629282,,4.602690224931137,7.08298218011856,0.8982690189285011,3.130500305411168,1.000250093885288,1.1404377458872817e-09,,0.014398224375148438,0.1677834932087998,5.0050037525023185e-09,3.5390720932585054e-08,0.8625,0.025,0.024,0.96,-0.0021645352788533263,0.027450121831903422,1.0005002503175278,2.2814459247736666e-09,0.0007508222818459268,1.425797897471328,0.10938083944643383
img_mnist_digits_5k,0.003807758659601333,0.0006205316353667521,4.087461976382371,8.97195690676443e-16,0.01,0.9991019087366493,0.0005138008896159452,0.6993250216650263,0.1461542513545806,0.0,0.013234493490259468,0.015291275985476485,3.318944700287865,0.32686836535393826,1279.4025,40.67765960140934,0.8969569424978515,0.00805605012589252,4.231113855206378e-10,3.187259584224347e-10,4.231960247234828e-10,3.187897163795678e-10,0.9563691138227646,1.0002000399845243,3.9093761875066905e-09,22.3647667815949,0.9085521827684967,0.14386213711117785,0.0361823510545538,0.016620022050743557,4.9991661951071285e-05,0.00013914319475337715,0.6674948197675328,0.20473025890115645,0.0915879773420265,0.1685973538984615,0.1,0.006794769229995152,,,3.543001555515318,,,0.9102127342230913,0.2629800280372322,1137.5331,22.82549435452616,100.0,1.3295164957642556,0.05037653823424775,7.258006081542223,0.1517340110229588,0.12544061373611942,0.26335600227730815,0.006295653605400268,0.01062118506973454,0.005824450013435844,0.010075159406884585,0.013011931506938136,0.013709172782692364,12.579819978843357,0.99531068,0.9834781494948888,0.033410338706823625,3.7048387861251832,0.4588873499429312,-5.0219987315358596e-11,2.779864250930977e-10,0.0009719178688828834,0.035360142190120375,-3.7093841338157656,0.6376689205141457,0.1484005951280115,0.15173401102295878,0.1526,0.41798317463353707,0.06861277802888074,0.073,0.2601625201818692,0.3906,0.4879336592726211,50,0,0,10,0.0,9,5000,7.0,50,49,26.543433857906667,,4.572387894853248,7.414222919940949,0.864240854390508,3.1235452129053276,1.000100014990763,5.592480196259482e-10,,0.0005623910325449979,0.1482444088013896,4.001920736268111e-09,1.4576161229677346e-08,0.8288,0.01,0.0096,0.96,-0.0003027256201258874,0.02323773588837798,1.0002000399845243,1.1186079276953975e-09,0.000821984921499162,1.358038865327375,0.10226549127167275
openml_1038,0.0044236798297992265,0.0006657088613577111,3.9068884382927407,4.485978453382215e-16,0.01441753171856978,0.9997982272095377,0.0005592504580899105,0.719980411080089,,0.0,0.0013170948865717659,0.0024815776646178607,0.9997982272095377,0.6238934723799037,872.1470588235294,9.08567220170267,0.4984695396876144,0.010934047030670175,4.58631050775925e-10,3.5015637689187527e-10,4.587633354468346e-10,3.502573737833832e-10,0.8797700114674893,1.0002884337457774,4.33873790900348e-09,69.58127638913409,0.9896325641548157,0.030337771342651698,0.18854141455294293,,0.0012586592445312846,,0.9019607843137255,,0.8036332179930796,,0.5,0.011825891957560494,,,1.4401622449881282,,,0.8171135928883166,0.2010619434006887,434.80312860438295,7.8822454283279955,69.36,1.344510141313076,0.04456204997798868,4.892317882992193,0.0299906912010906,0.034143834838331125,0.2319547341186117,0.10582432269178366,,0.14244521337946947,,0.1199538638985006,,1.076290350302685,0.9979243410506207,0.993753427318381,0.02930102809907475,3.5503208827972412,0.37171764840825483,3.938002174512983e-11,3.41056103617887e-10,0.0011538129555992782,0.04253864304558916,-3.5015244698524475,0.551581641169034,0.01436878251008439,0.0299906912010906,0.3235294117647059,0.4722650489146587,0.03517627159066532,0.18598615916955016,0.3891516096478374,0.2566320645905421,0.4368375820852962,50,0,0,2,0.0,1,3468,18.0,50,49,270.90114649941864,,0.518371792339054,7.051845352649689,0.7272763760569184,1.076290350302685,1.0001442064751347,7.368559696398503e-10,,-0.008267261888691643,0.18060138834383624,8.320366070577499e-09,3.030569210462471e-08,0.9855824682814303,0.01441753171856978,0.01384083044982699,0.96,0.0020037018213922247,0.028522695451424423,1.0002884337457771,1.473924458361449e-09,0.48162820766094605,1.4274247861844687,0.08120453604449104
openml_1040,0.04387668698062765,0.13816425297169319,0.9126456294270383,1.5366657923209772,0.0214,0.33846102745652457,0.8665828361107797,0.8341337921556204,,0.0,0.03068567358709282,0.0928622784498637,0.33846102745652457,0.49095136559565045,580.40255,55.47459365482755,0.11335422909303047,0.21147287655477723,,,0.028822811156856615,0.05844940394892349,0.8230985397079416,1.0143176070003244,0.7464692154757533,23.129888065370235,,,0.025103303239001645,,,,0.2744,,0.0184,,0.5,0.6182941694695172,,,6.651007729520137,,,0.5889805693310435,0.1670220060254617,53.766725,98.7287488747971,46.728971962616825,0.32050467526244225,0.617176972454055,1.23647359741955,1.5238685096911042,,,0.0027576418758900045,,0.0031999999999999806,,0.0040000000000000036,,2.2870860402354842,0.7401078,0.1720651513735198,0.3635382087533404,12.887096099720868,17.68949489072597,9.817048886064083e-05,0.010497967832805316,-0.15342880564384928,0.19278782256038904,-0.6931730079003305,1.3464370990762788,0.014633059464012882,0.030271184539237918,0.02,0.231389602813976,0.09039203177335389,0.0102,0.10048870382246546,0.09,0.2862103828945682,107,84,0,2,0.0031740433785928408,1,5000,3.0,107,98,61.368750135370526,,0.6957791832159158,13.580269107621199,17.369748924095674,2.2870860402354842,0.9864140935396505,0.20419233922332214,,,,0.42146027999776925,0.21689408471870486,0.065,0.0214,0.0164,0.7663551401869159,-0.11655502411620104,0.11599050448690766,1.0143176070003246,0.32069052279609533,0.3042208167840842,2.6514320907559354,0.12566895251523708
openml_1049,0.07397027799329253,0.09813993269184171,2.77851328667429,0.8265616015405456,0.025377229080932786,0.5353247216329435,0.7271514486696478,0.56954178763819,,0.0,0.016753399113700523,0.024325222997438587,0.5353247216329435,0.42490623959051965,548.6212277091906,88.17283608652399,0.2123267256793547,0.24700309485929625,0.3509771125492698,0.2439443456301057,0.35121800339501674,0.24411177534072162,0.8321023430711019,1.0006863416324017,2.601084633348473,10.728397465204049,0.9725195255121654,0.03311910400518431,0.18400605125064184,,1.7535833378790452e-14,,0.8765432098765432,,0.649519890260631,,0.5,0.5344524505264577,,,3.080034022439303,,,0.6298141706440867,0.24671078416574027,114.62225651577504,135.96274782190994,39.4054054054054,0.7016979091473527,0.4608000611078777,3.263940088010266,0.8294084765506509,104.57528237337651,150.62107133745837,0.06656428126617897,,0.0775034293552812,,0.10013717421124824,,0.4801172472536392,0.9670005701479563,0.3426477780052297,0.33360763879251953,13.777868617225337,8.226547573478722,-7.647916096521006e-10,5.984090900451944e-09,-0.3319078234804643,0.16548465533195633,-0.7230250617942294,0.4501399512506942,0.04989792029696785,0.03671071445815306,0.19890260631001372,,,0.12688614540466392,0.33295959005083525,0.18930041152263374,0.3918814816875174,37,1,0,2,0.24324324324324323,1,1458,0.0,37,34,54.683949754577874,,0.3243778478661051,14.500893679019567,7.972235521583915,0.4801172472536392,1.0003431119532944,9.561809437033232e-09,,6.437016100730202,5.1672009348497525,0.03634396323185577,0.0865223606927128,0.3271604938271605,0.025377229080932786,0.0102880658436214,0.40540540540540543,-0.2247176020058242,0.09827658672137576,1.0006863416324019,1.9130180395467402e-08,0.675622152133895,0.9884282497583526,0.23108833943306195
openml_1050,0.1030877723264024,0.12036737185729847,2.8956659163709317,0.6882030391142526,0.023672424824056303,0.4764549714253225,0.7748455498445594,0.449327999558273,,0.0,0.008790190692814889,0.0070627591172928075,0.4764549714253225,0.37261046294303535,586.1427143314139,81.22434952024943,0.18195440423617704,0.241363047512418,0.4058309977202773,0.30066405282840203,0.4060908125555556,0.300856540089383,0.8297284433641926,1.0006402028666137,3.073381593765803,11.836604566330898,0.9831119362751327,0.02346687958989749,0.2752769034307947,,8.126405668153689e-21,,0.9353806781829814,,0.8682021753039028,,0.5,0.5623376385251942,,,2.6077199044570256,,,0.6531539144608848,0.20119673148961761,104.00587811900192,138.81300915951817,42.24324324324324,0.6558451063213618,0.5000354803382171,3.3318682149325687,0.6767649115064714,237.8779646215043,271.6719323553154,0.09177628095315393,,0.10172744721689064,,0.10684580934101084,,0.2529689901919762,0.9774651254272977,0.349322260836401,0.3369851360241113,18.05735863382752,10.669238266340646,5.636296139011629e-10,5.580607170379467e-09,-0.23101400322205312,0.17494957632457483,-0.6774125310617525,0.49691770223463855,0.040252672863685404,0.02119051524255547,0.19193857965451055,,,0.12156110044785669,0.32688279694973543,0.18873960332693537,0.39142686633548174,37,0,0,2,0.3408408408408408,1,1563,0.0,37,34,70.93723324105773,,0.2018956511870394,18.73477116488927,10.294656743765247,0.2529689901919762,1.0003200502172362,9.941269526949208e-09,,10.304517682330136,8.381371488210627,0.016497397299824537,0.02161396725973918,0.2655150351887396,0.023672424824056303,0.008317338451695458,0.35135135135135137,-0.18530769201250186,0.12058341204042022,1.0006402028666137,1.9888902455121244e-08,0.7981043488129606,0.9578498384936899,0.19834402417357808
openml_1053,0.19047545001243527,0.14897541382024057,3.4143895847277252,0.9440395424377954,0.0042,0.712632141210245,0.5413434040540617,0.3232240155122257,,0.0,0.0063470347168931044,0.0029587133605278124,0.712632141210245,0.3303031133865403,2487.265375,87.20426283653367,0.31255079477370556,0.2431431031336646,0.5912603990275219,0.23939141590951213,0.49085182367115604,0.19802894544213082,0.857868773754751,0.8611568345704215,2.4324206941167366,16.630969173183594,0.963529316069689,0.014678101330446648,0.5742448045594025,,1.0182806648257167e-08,,0.997,,0.9862,,0.5,0.43076945109884474,,,2.060019789207978,,,0.6138215010779542,0.26912910015702407,777.426075,600.8911345248652,238.0952380952381,0.4328590608839433,0.2625305685885549,4.084172019839103,0.934352313652212,301.75979276781123,343.00501138346266,0.15155715092116206,,0.1884,,0.18999999999999995,,0.11666186877369021,0.99838212,0.2488396381434053,0.19836438760278122,24.69342004685175,9.673134014590971,0.00039778231995650065,0.005225331731034734,-0.2285062132314557,0.08188607824318683,-0.4724261005009924,0.25316256332318815,0.04284970609886765,0.012289438772258085,0.3884,,,0.2526,0.43454689758556586,0.3194,0.46629081636365627,21,0,0,2,0.6571428571428573,1,5000,0.0,21,21,78.68291723751064,,0.1044737642038475,25.16584614735274,9.566210521629758,0.11666186877369021,0.9221092440480098,0.10684074804217082,1.2543681167366918,11.87212653061269,7.792318397644842,0.008785899534156512,0.009438827795081667,0.5246,0.0042,0.0016,0.38095238095238093,-0.19739747627084028,0.06326305753451622,0.8611568345704211,0.1934463304691301,0.8955262357961525,0.23722794767723498,0.14445635381185237
openml_1063,0.29470506410781766,0.18665277406543562,2.474947603100613,0.6779439188401618,0.040229885057471264,0.7317786193052257,0.516480285723619,0.5985821212898765,,0.0,0.05704076634495302,0.02560585310213719,0.7317786193052257,0.3835174064895226,255.681872605364,18.68966244738324,0.315018892417388,0.24394286653442301,0.7753209588170245,0.2139833342977616,0.7768090992797348,0.2143940503377199,0.8624954956942514,1.001919387313458,3.6922546520442108,4.143978470526875,0.8573718741856905,0.05531401691046291,0.22691370115417378,,1.1571385793233907e-14,,0.9578544061302682,,0.8409961685823755,,0.5,0.4172200931139016,,,4.287131458669606,,,0.6430053939096836,0.3032049624681214,81.42744252873563,61.298759705881615,24.857142857142858,0.5378951512698439,0.4755013425776987,3.0301378003110235,0.6450536563049707,128.34934228701042,88.47840178481997,0.1050312463668096,,0.14750957854406133,,0.14367816091954022,,0.5583619547091646,0.9912912317787467,0.23472207507342097,0.28882794158820807,14.433972880953835,4.360282435989867,1.365605216128662e-10,4.49702287605586e-09,-0.27644571839343934,0.07785428967234978,-0.48020810385545093,0.295490150580389,0.176588422094815,0.03985638045153878,0.30842911877394635,,,0.18582375478927204,0.38933748487830444,0.14367816091954022,0.3510995558814926,21,0,0,2,0.8952380952380953,1,522,0.0,21,21,13.015344685348328,,0.35830055592788845,14.914180984809285,4.135911095073812,0.5583619547091646,1.0009592335921866,1.203738451802401e-08,1.543425433604911,8.90170441895826,4.332083360818392,0.020272758150939457,0.02738632289029678,0.36398467432950193,0.040229885057471264,0.009578544061302681,0.23809523809523808,-0.22161808134870137,0.03906846113727378,1.0019193873134578,2.409786226738823e-08,0.6416994440721115,0.3289902555231526,0.20764874511638517
